nationality,arrival_airport_iata,departure_airport_iata,departure_year,departure_month,departure_day,departure_date,arrival_airport_description,departure_airport_description,arrival_city,departure_city,arrival_country_code,departure_country_code,arrival_country,departure_country,zone,entries,investigated,alarms,document_type,gender,age_group,transit_flag,airline,flight_number,control_outcome,operator_notes,risk_code,Tipo Documento,FASCIA ETA
ALB,PSA,TIA,2024,02,2,2024-02-02 16:10:00,GALILEO GALILEI,RINAS MOTHER TERESA,PISA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,117,118,12,N.D.,N.D.,N.D.,SINGOLA TRATTA,WIZZ AIR MALTA,W46649,OK,,,N.D.,N.D.
ALB,FCO,TIA,2024,02,11,2024-02-11 20:00:00,FIUMICINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5,51,0,0,N.D.,M,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,W43887,,,,N.D.,46-60
ALB,BGY,TIA,2024,02,26,2024-02-26 06:10:00,ORIO AL SERIO,RINAS MOTHER TERESA,BERGAMO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,72,72,5,N.D.,M,0-17,SINGOLA TRATTA,WIZZ AIR MALTA,W43845,RESPINTO,,,N.D.,0-17
ALB,BLQ,TIA,2024,01,29,2024-01-29 19:25:00,GUGLIELMO MARCONI,RINAS MOTHER TERESA,BOLOGNA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,90,90,16,PERMESSO DI SOGGIORNO,F,N.D.,SINGOLA TRATTA,RYANAIR DAC,FR8399,OK,,,PERMESSO DI SOGGIORNO,N.D.
ALB,VCE,RUH,2024,01,5,2024-01-05 18:55:00,VENEZIA MARCO POLO,KING KHALED INTERNATIONAL,VENEZIA,RIYADH,ITA,SAU,ITALIA,ARABIA SAUDITA,4,1,1,0,N.D.,M,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,W46754,RESPINTO,,,N.D.,46-60
ALB,PSA,STN,2024,02,15,2024-02-15 11:55:00,GALILEO GALILEI,STANSTED,PISA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,8,1,1,0,,M,46-60,SINGOLA TRATTA,RYANAIR DAC,FR0584,IN ATTESA,,,PASSAPORTO,46-60
ALB,PSA,TIA,2024,01,14,2024-01-26 16:10:00,GALILEO GALILEI,RINAS MOTHER TERESA,PISA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,159,159,17,,F,61+,SINGOLA TRATTA,WIZZ AIR MALTA,W46649,SEGNALATO,,,VISTO,61+
ALB,MXP,DXB,2024,02,15,2024-02-15 08:25:00,MALPENSA,DUBAI INTERNATIONAL,MILANO,DUBAI,ITA,AE,ITALIA,EMIRATI ARABI UNITI,2,1,1,0,N.D.,F,N.D.,SINGOLA TRATTA,KUWAIT AIRWAYS,KU0163,SEGNALATO,,,N.D.,N.D.
AFG,FCO,IKA,2024,01,12,2024-01-12 09:15:00,FIUMICINO,IMAM KHOMEINI INTERNATIONAL,ROMA,TEHRAN,ITA,IRN,ITALIA,IRAN,5,1,1,0,VISTO,M,61+,SINGOLA TRATTA,TURKISH AIRLINES,TK1861,FERMATO,,,VISTO,61+
ALB,BGY,STN,2024,01,27,2024-01-27 08:10:00,ORIO AL SERIO,STANSTED,BERGAMO,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,2,,,,VISTO,F,0-17,SINGOLA TRATTA,RYANAIR DAC,FR3674,,,,VISTO,0-17
ALB,VCE,STN,2024,01,12,2024-01-12 18:15:00,VENEZIA MARCO POLO,STANSTED,VENEZIA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,4,1,1,0,N.D.,F,0-17,SINGOLA TRATTA,RYANAIR DAC,FR0798,FERMATO,,,N.D.,0-17
ALB,MXP,DFW,2024,01,26,2024-01-26 18:05:00,MALPENSA,DALLAS/FORT WORTH INTERNATIONAL,MILANO,DALLAS-FORT WORTH,ITA,USA,ITALIA,STATI UNITI,2,1,1,0,N.D.,M,18-30,SINGOLA TRATTA,UNITED AIRLINES,UA0019,IN ATTESA,,,N.D.,18-30
ALB,FCO,MIA,2024,01,9,2024-01-09 19:35:00,FIUMICINO,MIAMI INTERNATIONAL,ROMA,MIAMI,ITA,USA,ITALIA,STATI UNITI,5,1,1,0,N.D.,N.D.,18-30,SINGOLA TRATTA,DELTA AIR LINES,DL0230,,,,N.D.,18-30
ALB,VCE,TIA,2024,01,9,2024-01-09 21:55:00,VENEZIA MARCO POLO,RINAS MOTHER TERESA,VENEZIA,TIRANA,ITA,ALB,ITALIA,ALBANIA,4,90,90,20,N.D.,M,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W46718,FERMATO,,,N.D.,31-45
ALB,BGY,RAK,2024,02,1,2024-02-01 14:15:00,ORIO AL SERIO,MENARA,BERGAMO,MARRAKECH,ITA,MA,ITALIA,MAROCCO,2,1,1,5,VISTO,M,0-17,SINGOLA TRATTA,RYANAIR DAC,FR8847,,,,VISTO,0-17
ALB,CAG,TIA,2024,02,4,2024-02-04 16:55:00,ELMAS,RINAS MOTHER TERESA,CAGLIARI,TIRANA,ITA,ALB,ITALIA,ALBANIA,5,1,0,0,PERMESSO DI SOGGIORNO,,46-60,SINGOLA TRATTA,ITA AIRWAYS,AZ0585,OK,,,PERMESSO DI SOGGIORNO,46-60
ALB,BGY,TIA,2023,01,30,2024-01-30 06:10:00,ORIO AL SERIO,RINAS MOTHER TERESA,BERGAMO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,57,57,8,N.D.,N.D.,0-17,SINGOLA TRATTA,WIZZ AIR MALTA,N.D.,,,,N.D.,0-17
ALB,BLQ,STN,2024,02,2,2024-02-02 20:50:00,GUGLIELMO MARCONI,STANSTED,BOLOGNA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,8,1,1,0,PERMESSO DI SOGGIORNO,F,18-30,SINGOLA TRATTA,RYANAIR DAC,FR1194,FERMATO,ALERT MANUALE,,PERMESSO DI SOGGIORNO,18-30
ALB,FCO,DOH,2024,02,8,2024-02-08 15:35:00,FIUMICINO,HAMAD INTERNATIONAL,ROMA,DOHA,ITA,QAT,ITALIA,QATAR,5,1,1,0,CARTA D'IDENTITÀ,F,46-60,SINGOLA TRATTA,QATAR AIRWAYS,QR0113,,,,CARTA D'IDENTITÀ,46-60
ALB,FCO,JFK,2024,01,3,2024-01-03 17:50:00,FIUMICINO,JOHN F KENNEDY INTERNATIONAL,ROMA,NEW YORK,ITA,USA,ITALIA,STATI UNITI,5,1,1,0,CARTA D'IDENTITÀ,N.D.,18-30,SINGOLA TRATTA,DELTA AIR LINES,DL0182,FERMATO,,,CARTA D'IDENTITÀ,18-30
ALB,GOA,TIA,2024,02,11,,CRISTOFORO COLOMBO,RINAS MOTHER TERESA,GENOVA,TIRANA,ITA,ALB,ITALIA,ALBANIA,1,115,115,21,PASSAPORTO,F,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W46637,,,,PASSAPORTO,31-45
ALB,FCO,YYC,2024,01,13,2024-01-13 20:00:00,FIUMICINO,CALGARY INTERNATIONAL,ROMA,CALGARY,ITA,CAN,ITALIA,CANADA,5,2,2,0,CARTA D'IDENTITÀ,F,0-17,SINGOLA TRATTA,AIR CANADA,AC0890,RESPINTO,,,CARTA D'IDENTITÀ,0-17
ALB,BGY,MAN,2024,02,5,2024-02-05 14:00:00,ORIO AL SERIO,MANCHESTER,BERGAMO,MANCHESTER,ITA,GBR,ITALIA,REGNO UNITO,2,1,1,0,N.D.,F,61+,SINGOLA TRATTA,RYANAIR DAC,FR3216,IN ATTESA,,,N.D.,61+
ALB,PSA,STN,2024,01,10,2024-01-10 12:10:00,GALILEO GALILEI,STANSTED,PISA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,8,1,1,0,N.D.,F,61+,SINGOLA TRATTA,RYANAIR DAC,FR0584,OK,,,N.D.,61+
ALB,BLQ,LHR,2024,01,19,2024-01-19 15:25:00,GUGLIELMO MARCONI,LONDON HEATHROW,BOLOGNA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,8,2,2,3,N.D.,F,N.D.,SINGOLA TRATTA,BRITISH AIRWAYS,,FERMATO,,,N.D.,N.D.
ALB,FLR,LCY,2024,02,10,2024-02-10 07:05:00,FIRENZE PERETOLA,LONDON CITY,FIRENZE,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,8,1,1,0,PERMESSO DI SOGGIORNO,M,31-45,SINGOLA TRATTA,BRITISH AIRWAYS,BA8471,FERMATO,,R2,PERMESSO DI SOGGIORNO,31-45
AFG,FCO,LGW,2024,02,18,2024-02-18 15:40:00,FIUMICINO,LONDON GATWICK,ROMA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,5,1,1,1,PASSAPORTO,M,46-60,SINGOLA TRATTA,EASYJET,U28327,SEGNALATO,,,PASSAPORTO,46-60
,FCO,TIA,2024,02,29,2024-02-29 06:05:00,FIUMICINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5,115,115,4,PERMESSO DI SOGGIORNO,F,18-30,SINGOLA TRATTA,WIZZ AIR MALTA,W43857,RESPINTO,,,PERMESSO DI SOGGIORNO,18-30
AFG,BGY,SAW,2024,01,19,2024-01-19 13:35:00,ORIO AL SERIO,SABIHA GOKCEN,BERGAMO,ISTANBUL,ITA,TUR,ITALIA,TURCHIA,2,1,1,1,PASSAPORTO,F,61+,SINGOLA TRATTA,PEGASUS AIRLINES,PC1213,IN ATTESA,,,PASSAPORTO,61+
ALB,MXP,TIA,2024,01,19,2024-01-22 20:10:00,MALPENSA,RINAS MOTHER TERESA,MILANO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,91,91,22,N.D.,F,0-17,SINGOLA TRATTA,WIZZ AIR MALTA,W46609,FERMATO,,,N.D.,0-17
ALB,MXP,TIA,2024,02,1,2024-02-01 12:50:00,MALPENSA,RINAS MOTHER TERESA,MILANO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,29,29,7,CARTA D'IDENTITÀ,F,18-30,SINGOLA TRATTA,AIR ALBANIA,ZB2003,IN ATTESA,,,CARTA D'IDENTITÀ,18-30
ALB,MXP,TIA,2024,02,10,2024-02-10 12:50:00,MALPENSA,RINAS MOTHER TERESA,MILANO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,75,75,9,PERMESSO DI SOGGIORNO,M,31-45,SINGOLA TRATTA,AIR ALBANIA,ZB2003,OK,,,PERMESSO DI SOGGIORNO,31-45
ALB,FCO,JED,2024,01,3,2024-01-03 22:30:00,FIUMICINO,KING ABDULAZIZ INTERNATIONAL,ROMA,JEDDAH,ITA,SAU,ITALIA,ARABIA SAUDITA,5,2,0,4,CARTA D'IDENTITÀ,F,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,W48350,SEGNALATO,,,CARTA D'IDENTITÀ,46-60
ALB,BLQ,SAW,2024,01,30,2024-01-30 11:10:00,GUGLIELMO MARCONI,SABIHA GOKCEN,BOLOGNA,ISTANBUL,ITA,TR,ITALIA,TURCHIA,8,6,6,3,N.D.,M,46-60,SINGOLA TRATTA,PEGASUS AIRLINES,PC1217,,,,N.D.,46-60
ALB,TRN,TIA,2024,02,13,2024-02-13 06:55:00,SANDRO PERTINI,RINAS MOTHER TERESA,TORINO,TIRANA,ITA,ALB,ITALIA,ALBANIA,1,61,61,10,PASSAPORTO,M,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,W46603,OK,,,PASSAPORTO,46-60
ALB,BLQ,TIA,2024,01,9,2024-01-09 20:45:00,GUGLIELMO MARCONI,RINAS MOTHER TERESA,BOLOGNA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,99,99,12,CARTA D'IDENTITÀ,F,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,W43847,IN ATTESA,,,CARTA D'IDENTITÀ,46-60
ALB,PSA,DXB,2024,01,11,2024-01-11 08:00:00,GALILEO GALILEI,DUBAI INTERNATIONAL,PISA,DUBAI,ITA,ARE,ITALIA,EMIRATI ARABI UNITI,8,1,1,0,VISTO,M,N.D.,SINGOLA TRATTA,FLY DUBAI,FZ1295,SEGNALATO,,,VISTO,N.D.
,MXP,EWR,2024,01,14,2024-01-14 18:05:00,MALPENSA,NEWARK LIBERTY INTERNATIONAL,MILANO,NEWARK,ITA,USA,ITALIA,STATI UNITI,2,1,1,0,VISTO,F,N.D.,SINGOLA TRATTA,UNITED AIRLINES,UA0019,,,,VISTO,N.D.
N.D.,MXP,SSH,2024,02,28,2024-02-28 20:15:00,MALPENSA,SHARM EL-SHEIKH INTERNATIONAL,MILANO,SHARM EL SHEIKH,ITA,EGY,ITALIA,EGITTO,2,2,3,1,PASSAPORTO,M,61+,SINGOLA TRATTA,EASYJET EUROPE,EC3900,,,,PASSAPORTO,61+
ALB,CIA,TIA,2024,01,10,2024-01-10 08:55:00,CIAMPINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5,123,123,15,PASSAPORTO,M,18-30,SINGOLA TRATTA,RYANAIR DAC,FR8360,IN ATTESA,,,PASSAPORTO,18-30
AFG,MXP,IKA,2024,02,28,2024-02-28 08:50:00,MALPENSA,IMAM KHOMEINI INTERNATIONAL,MILANO,TEHRAN,ITA,IRN,ITALIA,IRAN,2,22,22,6,PERMESSO DI SOGGIORNO,F,0-17,SINGOLA TRATTA,IRAN AIR,N.D.,OK,,,PERMESSO DI SOGGIORNO,0-17
ALB,CIA,TIA,2024,01,24,2024-01-24 08:55:00,CIAMPINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5,82,82,84,VISTO,F,0-17,SINGOLA TRATTA,RYANAIR DAC,FR8360,FERMATO,,,VISTO,0-17
ALB,BGY,TIA,2024,02,8,2024-02-08 09:00:00,ORIO AL SERIO,RINAS MOTHER TERESA,BERGAMO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,106,109,16,PASSAPORTO,M,31-45,SINGOLA TRATTA,RYANAIR DAC,FR8350,,,,PASSAPORTO,31-45
ALB,BLQ,DXB,2024,02,7,2024-02-07 08:55:00,GUGLIELMO MARCONI,DUBAI INTERNATIONAL,BOLOGNA,DUBAI,ITA,ARE,ITALIA,EMIRATI ARABI UNITI,8,1,1,0,CARTA D'IDENTITÀ,F,46-60,SINGOLA TRATTA,EMIRATES,EK0093,OK,,,CARTA D'IDENTITÀ,46-60
ALB,BRI,TIA,2024,02,17,2024-02-17 20:55:00,PALESE,RINAS MOTHER TERESA,BARI,TIRANA,ITA,ALB,ITALIA,ALBANIA,9,19,19,4,PERMESSO DI SOGGIORNO,N.D.,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W46647,SEGNALATO,,,PERMESSO DI SOGGIORNO,31-45
ALB,FCO,TIA,2024,02,27,2024-02-27 19:55:00,FIUMICINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5,59,59,9,VISTO,M,0-17,SINGOLA TRATTA,WIZZ AIR MALTA,W43887,FERMATO,,,VISTO,0-17
ALB,FCO,TGD,2024,02,12,2024-02-12 13:50:00,FIUMICINO,GOLUBOVCI,ROMA,PODGORICA,ITA,MNE,ITALIA,MONTENEGRO,5,1,1,0,CARTA D'IDENTITÀ,F,31-45,SINGOLA TRATTA,AIR MONTENEGRO,4O0330,FERMATO,,,CARTA D'IDENTITÀ,31-45
ALB,VRN,TIA,2024,01,21,2024-01-21 15:55:00,VERONA VILLAFRANCA,RINAS MOTHER TERESA,VERONA,TIRANA,ITA,ALB,ITALIA,ALBANIA,4,100,100,15,VISTO,F,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W4-3883,FERMATO,,,VISTO,31-45
ALB,FCO,GYD,2024,01,4,2024-01-04 23:15:00,FIUMICINO,HEYDAR ALIYEV INTERNATIONAL,ROMA,BAKU,ITA,AZE,ITALIA,AZERBAIGIAN,5,1,3,0,PASSAPORTO,M,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,W48372,OK,,,PASSAPORTO,46-60
ALB,VCE,LGW,2024,02,9,2024-02-09 09:00:00,VENEZIA MARCO POLO,LONDON GATWICK,VENEZIA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,4,2,2,1,VISTO,M,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W45789,,,,VISTO,31-45
ALB,PEG,TIA,2024,02,2,2024-02-20 16:00:00,SANT EGIDIO,RINAS MOTHER TERESA,PERUGIA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5,139,139,20,VISTO,M,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,W44811,FERMATO,,,VISTO,46-60
ALB,CTA,TIA,2024,01,5,2024-01-05 19:55:00,FONTANAROSSA,RINAS MOTHER TERESA,CATANIA,TIRANA,ITA,ALB,ITALIA,ALBANIA,7,84,84,12,PASSAPORTO,M,18-30,SINGOLA TRATTA,WIZZ AIR MALTA,W46688,OK,,,PASSAPORTO,18-30
AFG,BGY,SAW,2024,01,26,2024-01-26 11:10:00,ORIO AL SERIO,SABIHA GOKCEN,BERGAMO,ISTANBUL,ITA,TUR,ITALIA,TURCHIA,2,1,2,1,PERMESSO DI SOGGIORNO,M,18-30,SINGOLA TRATTA,TURKISH AIRLINES,TK7794,SEGNALATO,,,PERMESSO DI SOGGIORNO,18-30
ALB,FCO,LGW,2024,01,6,2024-01-06 15:25:00,FIUMICINO,LONDON GATWICK,ROMA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,5,1,1,0,PASSAPORTO,F,N.D.,SINGOLA TRATTA,EASYJET,U26571,FERMATO,,,PASSAPORTO,N.D.
ALB,BGY,EDI,2024,02,1,2024-02-01 14:30:00,ORIO AL SERIO,EDINBURGH,BERGAMO,EDINBURGH,ITA,GBR,ITALIA,REGNO UNITO,2,1,1,0,N.D.,M,31-45,SINGOLA TRATTA,RYANAIR UK,RK3646,IN ATTESA,,,N.D.,31-45
ALB,VCE,STN,2024,02,19,2024-02-19 07:20:00,VENEZIA MARCO POLO,STANSTED,VENEZIA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,4,1,1,2,PERMESSO DI SOGGIORNO,F,31-45,SINGOLA TRATTA,RYANAIR DAC,FR0792,,,,PERMESSO DI SOGGIORNO,31-45
ALB,FCO,TIA,2024,01,6,2024-01-06 19:25:00,FIUMICINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5,91,0,0,CARTA D'IDENTITÀ,M,61+,SINGOLA TRATTA,WIZZ AIR MALTA,W4-3887,IN ATTESA,,,CARTA D'IDENTITÀ,61+
ALB,VCE,LGW,2024,02,16,2024-02-16 11:25:00,VENEZIA MARCO POLO,LONDON GATWICK,VENEZIA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,4,1,1,0,PERMESSO DI SOGGIORNO,F,61+,SINGOLA TRATTA,EASYJET,U28319,RESPINTO,,,PERMESSO DI SOGGIORNO,61+
,CIA,TIA,2024,01,22,2024-01-22 12:15:00,CIAMPINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5,63,63,6,N.D.,F,61+,SINGOLA TRATTA,RYANAIR DAC,FR8320,SEGNALATO,,,N.D.,61+
ALB,FCO,TIA,2023,01,4,2024-01-04 06:10:00,FIUMICINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,AL,ITALIA,ALBANIA,5,117,117,13,VISTO,F,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W43857,SEGNALATO,,,VISTO,31-45
ALB,MXP,LGW,2024,01,14,2024-01-14 09:35:00,MALPENSA,LONDON GATWICK,MILANO,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,2,1,1,0,PERMESSO DI SOGGIORNO,F,31-45,SINGOLA TRATTA,EASYJET EUROPE,EC8305,RESPINTO,,,PERMESSO DI SOGGIORNO,31-45
ALB,SUF,TIA,2024,01,14,2024-01-14 20:00:00,LAMEZIA TERME,RINAS MOTHER TERESA,LAMEZIA TERME,TIRANA,ITA,ALB,ITALIA,ALBANIA,6,21,22,3,N.D.,F,61+,SINGOLA TRATTA,WIZZ AIR MALTA,W44819,IN ATTESA,,,N.D.,61+
ALB,FCO,JED,2024,01,24,2024-01-24 22:15:00,FIUMICINO,KING ABDULAZIZ INTERNATIONAL,ROMA,JEDDAH,ITA,SAU,ITALIA,ARABIA SAUDITA,5,4,0,0,PASSAPORTO,M,61+,N.D.,WIZZ AIR MALTA,W48350,IN ATTESA,,,PASSAPORTO,61+
ALB,BGY,TIA,2024,02,8,2024-02-08 14:55:00,ORIO AL SERIO,RINAS MOTHER TERESA,BERGAMO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,65,65,11,N.D.,F,0-17,SINGOLA TRATTA,WIZZ AIR MALTA,W43869,SEGNALATO,,,N.D.,0-17
ALB,VCE,TIA,2024,01,2,2024-01-02 21:55:00,VENEZIA MARCO POLO,RINAS MOTHER TERESA,VENEZIA,TIRANA,ITA,ALB,ITALIA,ALBANIA,4,62,62,16,PERMESSO DI SOGGIORNO,M,18-30,SINGOLA TRATTA,N.D.,W46718,OK,,,PERMESSO DI SOGGIORNO,18-30
ALB,MXP,DOH,2024,01,20,2024-01-20 08:55:00,MALPENSA,HAMAD INTERNATIONAL,MILANO,DOHA,ITA,QAT,ITALIA,QATAR,2,1,1,0,N.D.,N.D.,18-30,SINGOLA TRATTA,QATAR AIRWAYS,QR0127,IN ATTESA,,,N.D.,18-30
ALB,BLQ,TIA,2024,01,15,,GUGLIELMO MARCONI,RINAS MOTHER TERESA,BOLOGNA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,134,134,22,VISTO,M,N.D.,SINGOLA TRATTA,WIZZ AIR MALTA,W46681,,,,VISTO,N.D.
ALB,BRI,TIA,2024,02,14,2024-02-14 20:55:00,PALESE,RINAS MOTHER TERESA,BARI,TIRANA,ITA,ALB,ITALIA,ALBANIA,9,17,17,3,CARTA D'IDENTITÀ,F,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W46647,,,,CARTA D'IDENTITÀ,31-45
AFG,BGY,KBL,2024,02,21,2024-02-21 18:00:00,ORIO AL SERIO,KHWAJA RAWASH,BERGAMO,KABUL,ITA,AFG,ITALIA,AFGHANISTAN,2,1,1,0,N.D.,F,0-17,SINGOLA TRATTA,FLY DUBAI,FZ1571,SEGNALATO,,R3,N.D.,0-17
ALB,CTA,TIA,2024,02,7,2024-02-07 13:05:00,FONTANAROSSA,RINAS MOTHER TERESA,CATANIA,TIRANA,ITA,ALB,ITALIA,ALBANIA,7,19,19,4,CARTA D'IDENTITÀ,M,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W46605,RESPINTO,,,CARTA D'IDENTITÀ,31-45
ALB,MXP,MBA,2023,02,15,2024-02-15 11:20:00,MALPENSA,MOI INTERNATIONAL,MILANO,MOMBASA,ITA,KEN,ITALIA,KENYA,2,1,1,1,,F,18-30,SINGOLA TRATTA,NEOS S.P.A.,NO0347,IN ATTESA,,,N.D.,18-30
ALB,FCO,TIA,2024,02,3,2024-02-03 20:50:00,FIUMICINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5,13,0,0,VISTO,F,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W46691,,,,VISTO,31-45
ALB,NAP,TIA,2024,02,27,2024-02-27 12:10:00,NAPOLI CAPODICHINO,RINAS MOTHER TERESA,NAPOLI,TIRANA,ITA,ALB,ITALIA,ALBANIA,6,69,69,10,PERMESSO DI SOGGIORNO,M,0-17,SINGOLA TRATTA,WIZZ AIR MALTA,W44825,FERMATO,,,PERMESSO DI SOGGIORNO,0-17
ALB,LIN,TIA,2024,01,11,2024-01-11 05:35:00,LINATE,RINAS MOTHER TERESA,MILANO,TIRANA,ITA,AL,ITALIA,ALBANIA,2,1,0,5,CARTA D'IDENTITÀ,M,61+,SINGOLA TRATTA,ITA AIRWAYS,AZ0507,,,,CARTA D'IDENTITÀ,61+
ALB,VRN,TIA,2024,02,17,2024-02-17 19:50:00,VERONA VILLAFRANCA,RINAS MOTHER TERESA,VERONA,TIRANA,ITA,ALB,ITALIA,ALBANIA,4,125,125,20,PASSAPORTO,F,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W43849,,,,PASSAPORTO,31-45
ALB,BGY,TIA,2024,01,3,2024-01-03 12:10:00,ORIO AL SERIO,RINAS MOTHER TERESA,BERGAMO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2,97,97,16,VISTO,M,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,W43885,RESPINTO,,,VISTO,46-60
ALB,BLQ,TIA,2023,02,19,2024-02-19 19:25:00,GUGLIELMO MARCONI,RINAS MOTHER TERESA,BOLOGNA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,88,88,23,VISTO,F,61+,SINGOLA TRATTA,,FR8399,FERMATO,,,VISTO,61+
ALB,CTA,TIA,2024,01,9,2024-01-09 19:30:00,FONTANAROSSA,RINAS MOTHER TERESA,CATANIA,TIRANA,ITA,ALB,ITALIA,ALBANIA,7,34,34,4,PASSAPORTO,M,61+,SINGOLA TRATTA,RYANAIR DAC,FR8370,SEGNALATO,,,PASSAPORTO,61+
ALB,BLQ,TIA,2023,02,16,2024-02-16 17:30:00,GUGLIELMO MARCONI,RINAS MOTHER TERESA,BOLOGNA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,1,1,0,N.D.,N.D.,46-60,SINGOLA TRATTA,AIR SERBIA,JU0554,SEGNALATO,,,N.D.,46-60
ALB,MXP,DXB,2024,01,20,2024-01-20 15:55:00,MALPENSA,DUBAI INTERNATIONAL,MILANO,DUBAI,ITA,ARE,ITALIA,EMIRATI ARABI UNITI,2,6,6,1,PASSAPORTO,M,46-60,SINGOLA TRATTA,EMIRATES,EK0091,OK,,,PASSAPORTO,46-60
ALB,FCO,TAS,2024,02,18,2024-02-18 17:55:00,FIUMICINO,YUZHNY,ROMA,TASHKENT,ITA,UZB,ITALIA,UZBEKISTAN,5,1,1,0,CARTA D'IDENTITÀ,M,61+,SINGOLA TRATTA,TURKISH AIRLINES,TK1863,,,,CARTA D'IDENTITÀ,61+
ALB,PSA,TIA,2024,01,29,2024-01-29 11:15:00,GALILEO GALILEI,RINAS MOTHER TERESA,PISA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8,145,145,28,N.D.,N.D.,0-17,SINGOLA TRATTA,WIZZ AIR MALTA,W43853,OK,,,N.D.,0-17
AND,CIA,TIA,2024,02,4,2024-02-04 18:55:00,CIAMPINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5,1,1,0,PERMESSO DI SOGGIORNO,F,61+,SINGOLA TRATTA,RYANAIR DAC,FR8420,FERMATO,,,PERMESSO DI SOGGIORNO,61+
ALB,BLQ,STN,2024,02,3,2024-02-03 17:00:00,GUGLIELMO MARCONI,STANSTED,BOLOGNA,LONDRA,ITA,GBR,ITALIA,REGNO UNITO,8,2,2,1,N.D.,M,31-45,SINGOLA TRATTA,RYANAIR DAC,FR1194,,,,N.D.,31-45
ALB,MXP,MIA,2024,01,4,2024-01-04 18:25:00,MALPENSA,MIAMI INTERNATIONAL,MILANO,MIAMI,ITA,USA,ITALIA,STATI UNITI,2,1,1,1,N.D.,F,46-60,SINGOLA TRATTA,UNITED AIRLINES,UA0019,RESPINTO,,,N.D.,46-60
